配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,24,波に名前をつけること、僕らの呼吸に終わりがあること。,キタニタツヤ,,,"02:54:54 24. 波に名前をつけること、僕らの呼吸に終わりがあること。[Nami ni Namae o Tsukeru Koto, Bokura no Kokyuu ni Owari ga Aru Koto.] / キタニタツヤ",02:54:54,確認済み,,波に名前をつけること、僕らの呼吸に終わりがあること。,キタニタツヤ,波に名前をつけること、僕らの呼吸に終わりがあること。 / キタニタツヤ,,未投入
2026/05/09,,https://www.youtube.com/live/nu3Y2T2M78s?si=PE4vzPZCq4qJ6KIN,【 #歌枠 】お久しゅうの歌枠！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,25,虹の彼方に,ReoNa,,,03:01:25 25. 虹の彼方に[Niji no kanata ni] / ReoNa,03:01:25,確認済み,,虹の彼方に,ReoNa,虹の彼方に / ReoNa,,未投入
2026/05/12,,https://www.youtube.com/live/rxSvFGVHJ6o?si=_J2j3h8QxHzr5gYF,【 #歌枠 】ライブお疲れ様でした！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,1,ライラック,Mrs. GREEN APPLE,,,00:14:17 01. ライラック[Lilac] / Mrs. GREEN APPLE,00:14:17,確認済み,,ライラック,Mrs. GREEN APPLE,ライラック / Mrs. GREEN APPLE,,未投入
2026/05/12,,https://www.youtube.com/live/rxSvFGVHJ6o?si=_J2j3h8QxHzr5gYF,【 #歌枠 】ライブお疲れ様でした！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,2,StaRt,Mrs. GREEN APPLE,,,00:19:08 02. StaRt / Mrs. GREEN APPLE,00:19:08,確認済み,,StaRt,Mrs. GREEN APPLE,StaRt / Mrs. GREEN APPLE,,未投入
2026/05/12,,https://www.youtube.com/live/rxSvFGVHJ6o?si=_J2j3h8QxHzr5gYF,【 #歌枠 】ライブお疲れ様でした！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,3,青のすみか,キタニタツヤ,,,00:34:23 03. 青のすみか[Ao no sumika] / キタニタツヤ,00:34:23,確認済み,,青のすみか,キタニタツヤ,青のすみか / キタニタツヤ,,未投入
2026/05/12,,https://www.youtube.com/live/rxSvFGVHJ6o?si=_J2j3h8QxHzr5gYF,【 #歌枠 】ライブお疲れ様でした！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,4,祝福,YOASOBI,,,00:38:03 04. 祝福[The Blessing] / YOASOBI,00:38:03,確認済み,,祝福,YOASOBI,祝福 / YOASOBI,,未投入
2026/05/12,,https://www.youtube.com/live/rxSvFGVHJ6o?si=_J2j3h8QxHzr5gYF,【 #歌枠 】ライブお疲れ様でした！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,5,セブンティーン,YOASOBI,,,00:45:57 05. セブンティーン[Seventeen] / YOASOBI,00:45:57,確認済み,,セブンティーン,YOASOBI,セブンティーン / YOASOBI,,未投入
2026/05/12,,https://www.youtube.com/live/rxSvFGVHJ6o?si=_J2j3h8QxHzr5gYF,【 #歌枠 】ライブお疲れ様でした！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,6,月陽-ツキアカリ-,みきとP,,,00:49:32 06. 月陽-ツキアカリ-[Tsukiakari] / みきとP,00:49:32,確認済み,,月陽-ツキアカリ-,みきとP,月陽-ツキアカリ- / みきとP,,未投入
2026/05/12,,https://www.youtube.com/live/rxSvFGVHJ6o?si=_J2j3h8QxHzr5gYF,【 #歌枠 】ライブお疲れ様でした！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,7,紅蓮の弓矢,Linked Horizon,,,00:56:35 07. 紅蓮の弓矢[Guren No Yumiya] / Linked Horizon,00:56:35,確認済み,,紅蓮の弓矢,Linked Horizon,紅蓮の弓矢 / Linked Horizon,,未投入
2026/05/12,,https://www.youtube.com/live/rxSvFGVHJ6o?si=_J2j3h8QxHzr5gYF,【 #歌枠 】ライブお疲れ様でした！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,8,好きすぎて滅！,M!LK,,,01:02:34 08. 好きすぎて滅！[Suki sugite metsu!] / M!LK,01:02:34,確認済み,,好きすぎて滅！,M!LK,好きすぎて滅！ / M!LK,,未投入
2026/05/12,,https://www.youtube.com/live/rxSvFGVHJ6o?si=_J2j3h8QxHzr5gYF,【 #歌枠 】ライブお疲れ様でした！初見さんもどぞ！【 茨むあん︙Vsinger  】#vtuber #karaoke,9,ビビデバ,星街すいせい,,,01:07:38 09. ビビデバ[Bibideba] / 星街すいせい,01:07:38,確認済み,,ビビデバ,星街すいせい,ビビデバ / 星街すいせい,,未投入
