配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15241,逆夢,King Gnu,,,11. 逆夢[Sakayume] / King Gnu,1:38:30,確認済み,,逆夢,King Gnu,逆夢 / King Gnu,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15242,再会,LiSA×Uru,,,12. 再会[Saikai] / LiSA×Uru,1:44:12,確認済み,,再会,LiSA×Uru,再会 / LiSA×Uru,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15243,夜撫でるメノウ,Ayase,,,13. 夜撫でるメノウ[Agate Caressing the Night] / Ayase,1:50:57,確認済み,,夜撫でるメノウ,Ayase,夜撫でるメノウ / Ayase,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15244,瞬き,back number,,,14. 瞬き[Mabataki] / back number,1:59:26,確認済み,,瞬き,back number,瞬き / back number,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15245,からくりピエロ,40mP,,,15. からくりピエロ[Karakuri Pierrot] / 40mP,2:08:01,確認済み,,からくりピエロ,40mP,からくりピエロ / 40mP,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15246,ぎゅっと。,もさを。,,,16. ぎゅっと。[Gyutto.] / もさを。,2:16:12,確認済み,,ぎゅっと。,もさを。,ぎゅっと。 / もさを。,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15247,JANE DOE,"米津玄師,宇多田ヒカル",,,"17. JANE DOE / 米津玄師,宇多田ヒカル",2:22:34,確認済み,,JANE DOE,"米津玄師,宇多田ヒカル","JANE DOE / 米津玄師,宇多田ヒカル",,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15248,たばこ,コレサワ,,,18. たばこ[Tobacco] / コレサワ,2:26:36,確認済み,,たばこ,コレサワ,たばこ / コレサワ,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15249,別の人の彼女になったよ,wacci,,,19. 別の人の彼女になったよ[Betsu no hito no kanojo ni natta yo] / wacci,2:37:55,確認済み,,別の人の彼女になったよ,wacci,別の人の彼女になったよ / wacci,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15250,パレード,ヨルシカ,,,20. パレード[Parade] / ヨルシカ,2:46:02,確認済み,,パレード,ヨルシカ,パレード / ヨルシカ,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15251,裸の心,あいみょん,,,21. 裸の心[Hadaka no Kokoro] / あいみょん,2:55:59,確認済み,,裸の心,あいみょん,裸の心 / あいみょん,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15252,Departures ～あなたにおくるアイの歌～,EGOIST,,,22. Departures ～あなたにおくるアイの歌～[Departures ~anata ni okuru ai no uta~] / EGOIST,3:06:07,確認済み,,Departures ～あなたにおくるアイの歌～,EGOIST,Departures ～あなたにおくるアイの歌～ / EGOIST,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15253,Ghost of a smile,EGOIST,,,23. Ghost of a smile / EGOIST,3:11:45,確認済み,,Ghost of a smile,EGOIST,Ghost of a smile / EGOIST,,未投入
2026/04/02,,https://www.youtube.com/live/k3vnaWoF5us?si=MxYCYWAApdoBaCXm,【 #歌枠︙#睡眠導入 】お歌聴きにきて？今日はバラードメインで歌います【 茨むあん︙Vsinger 】#vtuber,15254,フクロウ ～フクロウが知らせる客が来たと～,KOKIA,,,24. フクロウ ～フクロウが知らせる客が来たと～[Fukurou ~fukurou ga shiraseru kyaku ga kita to~] / KOKIA,3:19:36,確認済み,,フクロウ ～フクロウが知らせる客が来たと～,KOKIA,フクロウ ～フクロウが知らせる客が来たと～ / KOKIA,,未投入
2026/04/03,,https://www.youtube.com/live/jb5bGDAURBI?si=zknAxwORbaADW0oo,【 #歌枠︙#karaoke 】むあんちゃんとネモてゃちゃんが歌います✌【 茨むあん︙涼海ネモ︙Vsinger 】#vtuber,15255,ノーダウト,Official髭男dism,,,01. ノーダウト[NO DOUBT] / Official髭男dism,0:12:50,確認済み,,ノーダウト,Official髭男dism,ノーダウト / Official髭男dism,,未投入
2026/04/03,,https://www.youtube.com/live/jb5bGDAURBI?si=zknAxwORbaADW0oo,【 #歌枠︙#karaoke 】むあんちゃんとネモてゃちゃんが歌います✌【 茨むあん︙涼海ネモ︙Vsinger 】#vtuber,15256,Booo!,TOKOTOKO(西沢さんP),,,02. Booo! / TOKOTOKO(西沢さんP),0:26:51,確認済み,,Booo!,TOKOTOKO(西沢さんP),Booo! / TOKOTOKO(西沢さんP),,未投入
2026/04/03,,https://www.youtube.com/live/jb5bGDAURBI?si=zknAxwORbaADW0oo,【 #歌枠︙#karaoke 】むあんちゃんとネモてゃちゃんが歌います✌【 茨むあん︙涼海ネモ︙Vsinger 】#vtuber,15257,革命道中,アイナ・ジ・エンド,,,03. 革命道中[Kakumei Douchu] / アイナ・ジ・エンド,0:44:54,確認済み,,革命道中,アイナ・ジ・エンド,革命道中 / アイナ・ジ・エンド,,未投入
2026/04/03,,https://www.youtube.com/live/jb5bGDAURBI?si=zknAxwORbaADW0oo,【 #歌枠︙#karaoke 】むあんちゃんとネモてゃちゃんが歌います✌【 茨むあん︙涼海ネモ︙Vsinger 】#vtuber,15258,又三郎,ヨルシカ,,,04. 又三郎[Matasaburou] / ヨルシカ,0:56:32,確認済み,,又三郎,ヨルシカ,又三郎 / ヨルシカ,,未投入
2026/04/03,,https://www.youtube.com/live/jb5bGDAURBI?si=zknAxwORbaADW0oo,【 #歌枠︙#karaoke 】むあんちゃんとネモてゃちゃんが歌います✌【 茨むあん︙涼海ネモ︙Vsinger 】#vtuber,15259,Ghost of a smile,EGOIST,,,05. Ghost of a smile / EGOIST,1:14:49,確認済み,,Ghost of a smile,EGOIST,Ghost of a smile / EGOIST,,未投入
2026/04/03,,https://www.youtube.com/live/jb5bGDAURBI?si=zknAxwORbaADW0oo,【 #歌枠︙#karaoke 】むあんちゃんとネモてゃちゃんが歌います✌【 茨むあん︙涼海ネモ︙Vsinger 】#vtuber,15260,初恋サイダー,Buono!,,,06. 初恋サイダー[hatsukoi cider] / Buono!,1:30:11,確認済み,,初恋サイダー,Buono!,初恋サイダー / Buono!,,未投入
2026/04/03,,https://www.youtube.com/live/jb5bGDAURBI?si=zknAxwORbaADW0oo,【 #歌枠︙#karaoke 】むあんちゃんとネモてゃちゃんが歌います✌【 茨むあん︙涼海ネモ︙Vsinger 】#vtuber,15261,おやすみ泣き声、さよなら歌姫,クリープハイプ,,,"07. おやすみ泣き声、さよなら歌姫[Goodnight Cries, Good-bye Singing Princess] / クリープハイプ",1:48:17,確認済み,,おやすみ泣き声、さよなら歌姫,クリープハイプ,おやすみ泣き声、さよなら歌姫 / クリープハイプ,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15262,盛れ！ミ・アモーレ,Juice=Juice,,,01. 盛れ！ミ・アモーレ[More! mi amor] / Juice=Juice,0:08:49,確認済み,初,盛れ！ミ・アモーレ,Juice=Juice,盛れ！ミ・アモーレ / Juice=Juice,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15263,BANG!!!,EGOIST,,,02. BANG!!! / EGOIST,0:17:19,確認済み,,BANG!!!,EGOIST,BANG!!! / EGOIST,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15264,ray,BUMP OF CHICKEN,,,03. ray / BUMP OF CHICKEN,0:23:40,確認済み,,ray,BUMP OF CHICKEN,ray / BUMP OF CHICKEN,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15265,エゴロック,すりぃ,,,04. エゴロック[Ego Rock] / すりぃ,0:32:14,確認済み,,エゴロック,すりぃ,エゴロック / すりぃ,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15266,灼熱にて純情,星街すいせい,,,05. 灼熱にて純情[Shakunetu nite Junjou] / 星街すいせい,0:39:22,確認済み,,灼熱にて純情,星街すいせい,灼熱にて純情 / 星街すいせい,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15267,みちづれ,星街すいせい,,,06. みちづれ[Michizure] / 星街すいせい,0:45:26,確認済み,,みちづれ,星街すいせい,みちづれ / 星街すいせい,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15268,天球、彗星は夜を跨いで,星街すいせい,,,"07. 天球、彗星は夜を跨いで[Tenkyuu, Suisei wa Yoru wo Mataide] / 星街すいせい",0:51:20,確認済み,,天球、彗星は夜を跨いで,星街すいせい,天球、彗星は夜を跨いで / 星街すいせい,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15269,セブンティーン,YOASOBI,,,08. セブンティーン[Seventeen] / YOASOBI,1:00:23,確認済み,,セブンティーン,YOASOBI,セブンティーン / YOASOBI,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15270,Can Do,GRANRODEO,,,09. Can Do / GRANRODEO,1:11:12,確認済み,,Can Do,GRANRODEO,Can Do / GRANRODEO,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15271,オーバーライド,吉田夜世,,,10. オーバーライド[Override] / 吉田夜世,1:21:12,確認済み,,オーバーライド,吉田夜世,オーバーライド / 吉田夜世,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15272,SMILY,大塚愛,,,11. SMILY / 大塚愛,1:24:47,確認済み,,SMILY,大塚愛,SMILY / 大塚愛,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15273,浮気したらあかんで,コレサワ,,,12. 浮気したらあかんで[Uwaki shitara akande] / コレサワ,1:30:44,確認済み,,浮気したらあかんで,コレサワ,浮気したらあかんで / コレサワ,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15274,AIZO,King Gnu,,,13. AIZO / King Gnu,1:38:23,確認済み,,AIZO,King Gnu,AIZO / King Gnu,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15275,銀の龍の背に乗って,中島みゆき,,,14. 銀の龍の背に乗って[Gin no ryū no se ni notte] / 中島みゆき,1:45:23,確認済み,,銀の龍の背に乗って,中島みゆき,銀の龍の背に乗って / 中島みゆき,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15276,lulu.,Mrs. GREEN APPLE,,,15. lulu. / Mrs. GREEN APPLE,1:52:58,確認済み,,lulu.,Mrs. GREEN APPLE,lulu. / Mrs. GREEN APPLE,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15277,flos,R Sound Design,,,16. flos / R Sound Design,2:00:02,確認済み,,flos,R Sound Design,flos / R Sound Design,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15278,残響散歌,Aimer,,,17. 残響散歌[Zankyou sanka] / Aimer,2:08:08,確認済み,,残響散歌,Aimer,残響散歌 / Aimer,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15279,Gimme×Gimme,八王子P × Giga,,,18. Gimme×Gimme / 八王子P × Giga,2:15:24,確認済み,,Gimme×Gimme,八王子P × Giga,Gimme×Gimme / 八王子P × Giga,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15280,D/N/A,Azari,,,19. D/N/A / Azari,2:21:29,確認済み,,D/N/A,Azari,D/N/A / Azari,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15281,月陽-ツキアカリ-,みきとP,,,20. 月陽-ツキアカリ-[Tsukiakari] / みきとP,2:26:34,確認済み,,月陽-ツキアカリ-,みきとP,月陽-ツキアカリ- / みきとP,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15282,夕立のりぼん,みきとP,,,21. 夕立のりぼん[Yuudachi no Ribbon] / みきとP,2:33:27,確認済み,,夕立のりぼん,みきとP,夕立のりぼん / みきとP,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15283,飛行艇,King Gnu,,,22. 飛行艇[Hikoutei] / King Gnu,2:39:54,確認済み,,飛行艇,King Gnu,飛行艇 / King Gnu,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15284,ノーダウト,Official髭男dism,,,23. ノーダウト[NO DOUBT] / Official髭男dism,2:47:17,確認済み,,ノーダウト,Official髭男dism,ノーダウト / Official髭男dism,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15285,さよーならまたいつか！,米津玄師,,,24. さよーならまたいつか！[Sayo-nara mata itsuka] / 米津玄師,2:56:40,確認済み,,さよーならまたいつか！,米津玄師,さよーならまたいつか！ / 米津玄師,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15286,ワールドイズマイン,supercell,,,25. ワールドイズマイン[The World Is Mine] / supercell,3:04:03,確認済み,,ワールドイズマイン,supercell,ワールドイズマイン / supercell,,未投入
2026/04/04,,https://www.youtube.com/live/quKiIU_Rw0o?si=nANCzaAibP8o5tWB,【 #歌枠︙#karaoke 】一曲いかがですか？初見さん大歓迎！【 茨むあん︙Vsinger 】#vtuber,15287,若者のすべて,フジファブリック,,,26. 若者のすべて[Wakamono no subete] / フジファブリック,3:08:36,確認済み,,若者のすべて,フジファブリック,若者のすべて / フジファブリック,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15288,Watch me!,YOASOBI,,,01. Watch me! / YOASOBI,0:17:44,確認済み,,Watch me!,YOASOBI,Watch me! / YOASOBI,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15289,真っ赤な空を見ただろうか,BUMP OF CHICKEN,,,02. 真っ赤な空を見ただろうか[Makkana sora o mita darou ka] / BUMP OF CHICKEN,0:23:48,確認済み,,真っ赤な空を見ただろうか,BUMP OF CHICKEN,真っ赤な空を見ただろうか / BUMP OF CHICKEN,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15290,ラフ・メイカー,BUMP OF CHICKEN,,,03. ラフ・メイカー[Laugh Maker] / BUMP OF CHICKEN,0:31:17,確認済み,,ラフ・メイカー,BUMP OF CHICKEN,ラフ・メイカー / BUMP OF CHICKEN,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15291,イマジネーション,SPYAIR,,,04. イマジネーション[Imagination] / SPYAIR,0:39:06,確認済み,,イマジネーション,SPYAIR,イマジネーション / SPYAIR,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15292,明日の私に幸あれ,ナナヲアカリ,,,05. 明日の私に幸あれ[Good luck to me tomorrow] / ナナヲアカリ,0:44:04,確認済み,,明日の私に幸あれ,ナナヲアカリ,明日の私に幸あれ / ナナヲアカリ,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15293,バラライカ,月島きらり starring 久住小春,,,06. バラライカ[balalaika] / 月島きらり starring 久住小春,0:54:38,確認済み,,バラライカ,月島きらり starring 久住小春,バラライカ / 月島きらり starring 久住小春,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15294,駆けろ,星街すいせい,,,07. 駆けろ[kakero] / 星街すいせい,1:02:54,確認済み,,駆けろ,星街すいせい,駆けろ / 星街すいせい,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15295,トレモロ,RADWIMPS,,,08. トレモロ[Tremolo] / RADWIMPS,1:11:12,確認済み,,トレモロ,RADWIMPS,トレモロ / RADWIMPS,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15296,初恋サイダー,Buono!,,,09. 初恋サイダー[hatsukoi cider] / Buono!,1:18:47,確認済み,,初恋サイダー,Buono!,初恋サイダー / Buono!,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15297,盛れ！ミ・アモーレ,Juice=Juice,,,10. 盛れ！ミ・アモーレ[More! mi amor] / Juice=Juice,1:22:33,確認済み,,盛れ！ミ・アモーレ,Juice=Juice,盛れ！ミ・アモーレ / Juice=Juice,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15298,サウダージ,ポルノグラフィティ,,,11. サウダージ[saudade] / ポルノグラフィティ,1:30:37,確認済み,,サウダージ,ポルノグラフィティ,サウダージ / ポルノグラフィティ,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15299,アゲハ蝶,ポルノグラフィティ,,,12. アゲハ蝶[Ageha chou] / ポルノグラフィティ,1:35:24,確認済み,,アゲハ蝶,ポルノグラフィティ,アゲハ蝶 / ポルノグラフィティ,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15300,キャットラビング,香椎モイミ,,,13. キャットラビング[Cat Rubbing] / 香椎モイミ,1:41:55,確認済み,,キャットラビング,香椎モイミ,キャットラビング / 香椎モイミ,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15301,Bunny Girl,AKASAKI,,,14. Bunny Girl / AKASAKI,1:48:30,確認済み,,Bunny Girl,AKASAKI,Bunny Girl / AKASAKI,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15302,タッチ,岩崎良美,,,15. タッチ[Touch] / 岩崎良美,1:56:28,確認済み,,タッチ,岩崎良美,タッチ / 岩崎良美,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15303,ライラック,Mrs. GREEN APPLE,,,16. ライラック[Lilac] / Mrs. GREEN APPLE,2:05:16,確認済み,,ライラック,Mrs. GREEN APPLE,ライラック / Mrs. GREEN APPLE,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15304,クスシキ,Mrs. GREEN APPLE,,,17. クスシキ[Kusushiki] / Mrs. GREEN APPLE,2:12:43,確認済み,,クスシキ,Mrs. GREEN APPLE,クスシキ / Mrs. GREEN APPLE,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15305,インフェルノ,Mrs. GREEN APPLE,,,18. インフェルノ[Inferno] / Mrs. GREEN APPLE,2:20:13,確認済み,,インフェルノ,Mrs. GREEN APPLE,インフェルノ / Mrs. GREEN APPLE,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15306,UNDEAD,YOASOBI,,,19. UNDEAD / YOASOBI,2:26:19,確認済み,,UNDEAD,YOASOBI,UNDEAD / YOASOBI,,未投入
2026/04/11,,https://www.youtube.com/live/D5_xgGWbfKc?si=ssQBK577YP8w8BhH,【 #歌枠︙#karaoke 】お久しぶりね∼！初見さん大歓迎【 茨むあん︙Vsinger 】#vtuber,15307,祝福,YOASOBI,,,20. 祝福[The Blessing] / YOASOBI,2:30:58,確認済み,,祝福,YOASOBI,祝福 / YOASOBI,,未投入
