配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5940,end tree,164,,,09. end tree / 164,1:35:32,確認済み,,end tree,164,end tree / 164,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5941,例えば、今此処に置かれた花に,164,,,"10. 例えば、今此処に置かれた花に[Tatoeba, Ima Koko ni Okareta Hana ni] / 164",1:46:09,確認済み,,例えば、今此処に置かれた花に,164,例えば、今此処に置かれた花に / 164,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5942,心做し,蝶々P,,,11. 心做し[Kokoronashi] / 蝶々P,1:55:04,確認済み,,心做し,蝶々P,心做し / 蝶々P,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5943,アスノヨゾラ哨戒班,Orangestar,,,12. アスノヨゾラ哨戒班[Asu no Yozora Shoukaihan] / Orangestar,2:03:31,確認済み,アコースティックver.,アスノヨゾラ哨戒班,Orangestar,アスノヨゾラ哨戒班 / Orangestar,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5944,回る空うさぎ,Orangestar,,,13. 回る空うさぎ[Mawaru Sora Usagi] / Orangestar,2:10:29,確認済み,,回る空うさぎ,Orangestar,回る空うさぎ / Orangestar,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5945,ツギハギスタッカート,とあ,,,14. ツギハギスタッカート[Tsugihagi Staccato] / とあ,2:16:16,確認済み,,ツギハギスタッカート,とあ,ツギハギスタッカート / とあ,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5946,心拍数＃0822,蝶々P,,,15. 心拍数＃0822[Heart Rate＃0822] / 蝶々P,2:23:06,確認済み,,心拍数＃0822,蝶々P,心拍数＃0822 / 蝶々P,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5947,うそつき,めざめP,,,16. うそつき[Usotsuki] / めざめP,2:30:09,確認済み,,うそつき,めざめP,うそつき / めざめP,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5948,from Y to Y,ジミーサムP,,,17. from Y to Y / ジミーサムP,2:37:20,確認済み,,from Y to Y,ジミーサムP,from Y to Y / ジミーサムP,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5949,glow,keeno,,,18. glow / keeno,2:47:01,確認済み,,glow,keeno,glow / keeno,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5950,Dear,19's Sound Factory,,,19. Dear / 19's Sound Factory,2:55:38,確認済み,オルゴールver.,Dear,19's Sound Factory,Dear / 19's Sound Factory,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5951,サマータイムレコード,じん,,,20. サマータイムレコード[Summertime Record] / じん,3:05:13,確認済み,,サマータイムレコード,じん,サマータイムレコード / じん,,未投入
2023/01/16,,https://youtu.be/XxeMUM1WD8A,【＃歌枠】打ち抜いちゃうぞ💕singing stream　癒し【Japan Vtuber】,5952,アヤノの幸福理論,じん,,,21. アヤノの幸福理論[Ayano no Koufuku Riron] / じん,3:14:47,確認済み,,アヤノの幸福理論,じん,アヤノの幸福理論 / じん,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5953,サムライハート,SPYAIR,,,01. サムライハート[Samurai heart] / SPYAIR,0:11:05,確認済み,,サムライハート,SPYAIR,サムライハート / SPYAIR,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5954,Butter-Fly,和田光司,,,02. Butter-Fly / 和田光司,0:17:37,確認済み,,Butter-Fly,和田光司,Butter-Fly / 和田光司,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5955,KICK BACK,米津玄師,,,03. KICK BACK / 米津玄師,0:27:05,確認済み,,KICK BACK,米津玄師,KICK BACK / 米津玄師,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5956,バニー,すりぃ,,,04. バニー[Bunny] / すりぃ,0:35:02,確認済み,,バニー,すりぃ,バニー / すりぃ,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5957,リライト,ASIAN KUNG-FU GENERATION,,,05. リライト[Rewrite] / ASIAN KUNG-FU GENERATION,0:41:18,確認済み,,リライト,ASIAN KUNG-FU GENERATION,リライト / ASIAN KUNG-FU GENERATION,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5958,Rolling star,YUI,,,06. Rolling star / YUI,0:50:47,確認済み,,Rolling star,YUI,Rolling star / YUI,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5959,忘れじの言の葉,未来古代楽団,,,07. 忘れじの言の葉[Wasureji no Kotonoha] / 未来古代楽団,1:00:49,確認済み,,忘れじの言の葉,未来古代楽団,忘れじの言の葉 / 未来古代楽団,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5960,トウキョウ・シャンディ・ランデヴ,MAISONdes,,,08. トウキョウ・シャンディ・ランデヴ[Tokyo Shandy Rendez-vous] / MAISONdes,1:11:05,確認済み,,トウキョウ・シャンディ・ランデヴ,MAISONdes,トウキョウ・シャンディ・ランデヴ / MAISONdes,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5961,丸の内サディスティック,椎名 林檎,,,09. 丸の内サディスティック[Marunouchi Sadistic] / 椎名 林檎,1:20:08,確認済み,,丸の内サディスティック,椎名 林檎,丸の内サディスティック / 椎名 林檎,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5962,Ahoy!! 我ら宝鐘海賊団,宝鐘マリン,,,10. Ahoy!! 我ら宝鐘海賊団[Ahoy!! Warera Houshou kaizoku-dan] / 宝鐘マリン,1:30:46,確認済み,,Ahoy!! 我ら宝鐘海賊団,宝鐘マリン,Ahoy!! 我ら宝鐘海賊団 / 宝鐘マリン,,未投入
2023/01/17,,https://youtu.be/S5k2RMBsxtU,【＃歌枠】昼の民～！【Japan Vtuber】,5963,風になる,つじあやの,,,11. 風になる[Kaze ni Naru] / つじあやの,1:42:55,確認済み,,風になる,つじあやの,風になる / つじあやの,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5964,破滅の純情,ワルキューレ,,,01. 破滅の純情[Hametsu no Junjou] / ワルキューレ,0:13:14,確認済み,,破滅の純情,ワルキューレ,破滅の純情 / ワルキューレ,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5965,by your side,小川大輝,,,02. by your side / 小川大輝,0:22:04,確認済み,,by your side,小川大輝,by your side / 小川大輝,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5966,アサガオの散る頃に,じっぷす,,,03. アサガオの散る頃に[Asagao no Chiru Koro ni] / じっぷす,0:30:19,確認済み,,アサガオの散る頃に,じっぷす,アサガオの散る頃に / じっぷす,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5967,アイロニ,すこっぷ,,,04. アイロニ[Irony] / すこっぷ,0:36:49,確認済み,,アイロニ,すこっぷ,アイロニ / すこっぷ,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5968,星間飛行,ランカ・リー(中島愛),,,05. 星間飛行[Seikan Hikou] / ランカ・リー(中島愛),0:44:33,確認済み,,星間飛行,ランカ・リー(中島愛),星間飛行 / ランカ・リー(中島愛),,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5969,Departures ～あなたにおくるアイの歌～,EGOIST,,,06. Departures ～あなたにおくるアイの歌～[Departures ~anata ni okuru ai no uta~] / EGOIST,0:52:56,確認済み,,Departures ～あなたにおくるアイの歌～,EGOIST,Departures ～あなたにおくるアイの歌～ / EGOIST,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5970,ミカヅキ,さユり,,,07. ミカヅキ[Mikazuki] / さユり,1:01:20,確認済み,,ミカヅキ,さユり,ミカヅキ / さユり,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5971,月のワルツ,諌山実生,,,08. 月のワルツ[Tsuki No Waltz] / 諌山実生,1:10:23,確認済み,,月のワルツ,諌山実生,月のワルツ / 諌山実生,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5972,ちっぽけな愛のうた,小枝理子＆小笠原秋,,,09. ちっぽけな愛のうた[Chippoke na Ai no Uta] / 小枝理子＆小笠原秋,1:17:35,確認済み,映画「カノジョは嘘を愛しすぎてる」,ちっぽけな愛のうた,小枝理子＆小笠原秋,ちっぽけな愛のうた / 小枝理子＆小笠原秋,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5973,明日への手紙,手嶌葵,,,10. 明日への手紙[Asu e no Tegami] / 手嶌葵,1:28:42,確認済み,,明日への手紙,手嶌葵,明日への手紙 / 手嶌葵,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5974,フクロウ ～フクロウが知らせる客が来たと～,KOKIA,,,11. フクロウ ～フクロウが知らせる客が来たと～[Fukurou ~fukurou ga shiraseru kyaku ga kita to~] / KOKIA,1:37:32,確認済み,,フクロウ ～フクロウが知らせる客が来たと～,KOKIA,フクロウ ～フクロウが知らせる客が来たと～ / KOKIA,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5975,黒毛和牛上塩タン焼680円,大塚愛,,,12. 黒毛和牛上塩タン焼680円[Kurogewagyu Jotanshioyaki 680yen] / 大塚愛,1:46:33,確認済み,,黒毛和牛上塩タン焼680円,大塚愛,黒毛和牛上塩タン焼680円 / 大塚愛,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5976,愛のうた～ピクミンのテーマ,ストロベリー・フラワー,,,13. 愛のうた～ピクミンのテーマ[Ai no uta] / ストロベリー・フラワー,1:55:37,確認済み,,愛のうた～ピクミンのテーマ,ストロベリー・フラワー,愛のうた～ピクミンのテーマ / ストロベリー・フラワー,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5977,小夜子,みきとP,,,14. 小夜子[Sayoko] / みきとP,2:01:35,確認済み,,小夜子,みきとP,小夜子 / みきとP,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5978,夜明けと蛍,n-buna,,,15. 夜明けと蛍[Yoake to Hotaru] / n-buna,2:07:16,確認済み,,夜明けと蛍,n-buna,夜明けと蛍 / n-buna,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5979,スパークル,RADWIMPS,,,16. スパークル[Sparkle] / RADWIMPS,2:15:17,確認済み,映画「君の名は。」主題歌。アルバム『人間開花』に収録,スパークル,RADWIMPS,スパークル / RADWIMPS,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5980,贖罪,傘村トータ,,,17. 贖罪[Syokuzai] / 傘村トータ,2:25:29,確認済み,,贖罪,傘村トータ,贖罪 / 傘村トータ,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5981,あなたの夜が明けるまで,傘村トータ,,,18. あなたの夜が明けるまで[Anata no Yoru ga Akeru Made] / 傘村トータ,2:32:28,確認済み,,あなたの夜が明けるまで,傘村トータ,あなたの夜が明けるまで / 傘村トータ,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5982,テルーの唄,‎手嶌葵,,,19. テルーの唄[Teru's Song] / ‎手嶌葵,2:40:32,確認済み,,テルーの唄,‎手嶌葵,テルーの唄 / ‎手嶌葵,,未投入
2023/01/18,,https://youtu.be/iKttFlWvbgo,【＃歌枠】歌うまかもしれないです！singingstream　睡眠導入　癒し【Japan Vtuber】,5983,魔法の絨毯,川崎鷹也,,,20. 魔法の絨毯[Mahou no juutan] / 川崎鷹也,2:49:54,確認済み,,魔法の絨毯,川崎鷹也,魔法の絨毯 / 川崎鷹也,,未投入
2023/01/19,,https://youtu.be/dmh3MZ3l7wo,【＃歌枠】目、合いましたね？singing stream【Japan Vtuber】,5984,7150日,瀬名航,,,01. 7150日[7150-Nichi] / 瀬名航,0:12:18,確認済み,,7150日,瀬名航,7150日 / 瀬名航,,未投入
2023/01/19,,https://youtu.be/dmh3MZ3l7wo,【＃歌枠】目、合いましたね？singing stream【Japan Vtuber】,5985,ネトゲ廃人シュプレヒコール,さつき が てんこもり,,,02. ネトゲ廃人シュプレヒコール[Netoge Haijin Sprechchor] / さつき が てんこもり,0:20:03,確認済み,,ネトゲ廃人シュプレヒコール,さつき が てんこもり,ネトゲ廃人シュプレヒコール / さつき が てんこもり,,未投入
2023/01/19,,https://youtu.be/dmh3MZ3l7wo,【＃歌枠】目、合いましたね？singing stream【Japan Vtuber】,5986,ECHO,Crusher-P,,,03. ECHO / Crusher-P,0:34:14,確認済み,,ECHO,Crusher-P,ECHO / Crusher-P,,未投入
2023/01/19,,https://youtu.be/dmh3MZ3l7wo,【＃歌枠】目、合いましたね？singing stream【Japan Vtuber】,5987,キューティーハニー,前川陽子,,,04. キューティーハニー[Cutie Honey] / 前川陽子,0:42:23,確認済み,,キューティーハニー,前川陽子,キューティーハニー / 前川陽子,,未投入
